Time (s),Resistance (Ohm),Voltage (V),Displacement,Force (N),Strain,Stress (MPa),Resistance Smoothed (Ohm)
0.0,62015.29,3.26,0.1135,0.0144,0.6388,0.0,62112.86
0.00034849997609849993,62179.72,3.27,0.11355227499641478,0.01442090999856591,0.6391031949792058,0.0,62087.16
0.0006192000000737,62251.84,3.27,0.11359288000001105,0.014437152000004422,0.6393387040000642,0.0,62066.62
0.0008757999748922,62138.56,3.27,0.11363136999623383,0.014452547998493532,0.6395619459781563,0.0,62046.08
0.0011330999841448,62087.16,3.26,0.11366996499762172,0.014467985999048687,0.639785796986206,0.0,62040.95
0.0013843999768141,62046.08,3.26,0.11370765999652212,0.014483063998608846,0.6400044279798283,0.0,62035.82
0.0016361999732907,61994.78,3.26,0.1137454299959936,0.014498171998397442,0.6402234939767629,0.0,62046.08
0.0018871999927796,62025.56,3.26,0.11378307999891694,0.014513231999566776,0.6404418639937183,0.0,62046.08
0.0021379999816417,62035.82,3.26,0.11382069999724626,0.014528279998898502,0.6406600599840283,0.0,62035.82
0.0023907999857328,61974.28,3.26,0.11385861999785993,0.014543447999143968,0.6408799959875876,0.0,62035.82
0.0026406999968458,62035.82,3.26,0.11389610499952688,0.014558441999810748,0.6410974089972559,0.0,62035.82
0.0028915999864693002,62076.89,3.26,0.11393373999797039,0.014573495999188158,0.6413156919882284,0.0,62035.82
0.0031422999745699997,62056.35,3.26,0.1139713449961855,0.0145885379984742,0.6415338009778759,0.0,62035.82
0.0033930999925360006,62015.29,3.26,0.1140089649988804,0.014603585999552159,0.6417519969935064,0.0,62056.35
0.0036411999899428,62087.16,3.26,0.11404617999849143,0.014618471999396568,0.6419678439912503,0.0,62056.35
0.0054433999757748,62190.01,3.27,0.11431650999636622,0.014726603998546486,0.6435357579789242,0.0,62056.35
0.0057072999770753,62190.01,3.27,0.1143560949965613,0.014742437998624517,0.6437653509800555,0.0,62076.89
0.0059615999925881,61902.58,3.26,0.11439423999888822,0.014757695999555285,0.6439865919935517,0.0,62056.35
0.0062162999820429,62087.16,3.26,0.11443244499730644,0.014772977998922573,0.6442081809843774,0.0,62087.16
0.0064680999785196,62035.82,3.26,0.11447021499677794,0.014788085998711176,0.644427246981312,0.0,62087.16
0.0067223999940324,62046.08,3.26,0.11450835999910486,0.014803343999641944,0.6446484879948082,0.0,62046.08
0.0069751999981235,62087.16,3.26,0.11454627999971853,0.014818511999887408,0.6448684239983674,0.0,62046.08
0.0072292999830096995,61984.53,3.26,0.11458439499745146,0.014833757998980582,0.6450894909852185,0.0,62035.82
0.007480599975679,62097.44,3.26,0.11462208999635186,0.01484883599854074,0.6453081219788408,0.0,62046.08
0.0077328999759629004,62015.29,3.26,0.11465993499639444,0.014863973998557774,0.6455276229790877,0.0,62046.08
0.0079851999762468,62035.82,3.26,0.11469777999643703,0.014879111998574807,0.6457471239793348,0.0,62087.16
0.0082381999818608,62117.99,3.27,0.11473572999727913,0.014894291998911647,0.645967233984219,0.0,62087.16
0.0084889999998267,61933.3,3.26,0.114773349999974,0.0149093399999896,0.6461854299998493,0.0,62087.16
0.0087410999985877,62179.72,3.27,0.11481116499978816,0.014924465999915261,0.6464047569987713,0.0,62087.16
0.0089978999749291,62107.72,3.27,0.11484968499623936,0.014939873998495746,0.6466281729781883,0.0,62056.35
0.0092430999793578,62087.16,3.26,0.11488646499690368,0.014954585998761467,0.6468414969820413,0.0,62066.62
0.009487899980740601,62159.14,3.27,0.1149231849971111,0.014969273998844434,0.6470544729832444,0.0,62066.62
0.0097339999920223,61994.78,3.26,0.11496009999880334,0.014984039999521337,0.6472685799930594,0.0,62066.62
0.0099783999903593,62015.29,3.26,0.1149967599985539,0.014998703999421556,0.6474812079916126,0.0,62066.62
0.0102273999946192,62056.35,3.26,0.11503410999919288,0.01501364399967715,0.6476978379953187,0.0,62066.62
0.0104720999952405,62066.62,3.26,0.11507081499928608,0.015028325999714428,0.6479107269958593,0.0,62066.62
0.0107547999941744,62005.04,3.26,0.11511321999912616,0.015045287999650462,0.6481566759949318,0.0,62066.62
0.0110123999766074,62117.99,3.27,0.11515185999649111,0.015060743998596443,0.6483807879796485,0.0,62066.62
0.0112622999877203,62066.62,3.26,0.11518934499815806,0.015075737999263216,0.6485982009893166,0.0,62066.62
0.0115075999929104,62025.56,3.26,0.11522613999893656,0.015090455999574624,0.6488116119938321,0.0,62076.89
0.0117533999728039,62076.89,3.26,0.11526300999592058,0.015105203998368233,0.6490254579763394,0.0,62076.89
0.0119982999749481,62076.89,3.26,0.11529974499624222,0.015119897998496884,0.6492385209782049,0.0,62076.89
0.0122440999839455,62159.14,3.27,0.11533661499759183,0.015134645999036729,0.6494523669860326,0.0,62076.89
0.0124869999999646,62138.56,3.27,0.11537304999999469,0.015149219999997875,0.6496636899999693,0.0,62076.89
0.0127332999836653,62087.16,3.26,0.1154099949975498,0.015163997999019917,0.6498779709857888,0.0,62076.89
0.0129758999974001,62066.62,3.26,0.11544638499961002,0.015178553999844005,0.6500890329977381,0.0,62076.89
0.0132202999957371,62046.08,3.26,0.11548304499936057,0.015193217999744225,0.6503016609962913,0.0,62076.89
0.0134634999849367,62076.89,3.26,0.11551952499774051,0.0152078099990962,0.6505132449868949,0.0,62076.89
0.0137197999865748,62066.62,3.26,0.11555796999798622,0.015223187999194487,0.65073622598832,0.0,62066.62
0.0139641999849118,62128.28,3.27,0.11559462999773677,0.015237851999094706,0.6509488539868733,0.0,62066.62
0.014209599990863301,62046.08,3.26,0.1156314399986295,0.015252575999451796,0.6511623519920511,0.0,62066.62
0.0144532999838702,62087.16,3.26,0.11566799499758053,0.01526719799903221,0.6513743709859671,0.0,62066.62
0.0146999999997206,61892.35,3.26,0.11570499999995809,0.015281999999983234,0.651588999999757,0.0,62076.89
0.014942799985874401,62056.35,3.26,0.11574141999788116,0.015296567999152463,0.6518002359877108,0.0,62066.62
0.015187799988780101,62066.62,3.26,0.11577816999831701,0.015311267999326805,0.6520133859902387,0.0,62066.62
0.0154304999741725,62097.44,3.26,0.11581457499612588,0.01532582999845035,0.6522245349775301,0.0,62066.62
0.0156756999786011,62138.56,3.27,0.11585135499679017,0.015340541998716064,0.652437858981383,0.0,62087.16
0.0159196999738924,62169.44,3.27,0.11588795499608387,0.015355181998433543,0.6526501389772864,0.0,62066.62
0.0161656999844126,62056.35,3.26,0.11592485499766189,0.015369941999064754,0.652864158986439,0.0,62066.62
0.0164086999720893,62046.08,3.26,0.1159613049958134,0.015384521998325356,0.6530755689757177,0.0,62066.62
0.0166529999987688,62107.72,3.27,0.11599794999981532,0.015399179999926127,0.6532881099989288,0.0,62066.62
0.0168953999818768,62107.72,3.27,0.11603430999728152,0.015413723998912606,0.6534989979842328,0.0,62056.35
0.0171355999773368,61953.78,3.26,0.11607033999660052,0.015428135998640206,0.653707971980283,0.0,62056.35
0.0173804999794811,62056.35,3.26,0.11610707499692217,0.015442829998768864,0.6539210349821486,0.0,62056.35
0.0176266999915242,62066.62,3.26,0.11614400499872864,0.01545760199949145,0.654135228992626,0.0,62056.35
0.0178702999837696,62046.08,3.26,0.11618054499756544,0.015472217999026174,0.6543471609858795,0.0,62056.35
0.0181162999942898,62056.35,3.26,0.11621744499914348,0.015486977999657387,0.6545611809950321,0.0,62056.35
0.0183595999842509,62148.85,3.27,0.11625393999763764,0.015501575999055052,0.6547728519862983,0.0,62056.35
0.0186060999985784,62046.08,3.26,0.11629091499978676,0.015516365999914702,0.6549873069987632,0.0,62056.35
0.0188498999923467,62035.82,3.26,0.11632748499885201,0.0155309939995408,0.6551994129933416,0.0,62066.62
0.019096099975286,62076.89,3.26,0.11636441499629291,0.015545765998517157,0.6554136069784988,0.0,62076.89
0.0193398999981582,62076.89,3.26,0.11640098499972373,0.01556039399988949,0.6556257129983977,0.0,62076.89
0.0195860999810975,61871.89,3.26,0.11643791499716463,0.015575165998865848,0.6558399069835548,0.0,62076.89
0.0198301999771501,62076.89,3.26,0.11647452999657251,0.015589811998629004,0.6560522739801206,0.0,62056.35
0.0200764999899547,62138.56,3.27,0.11651185749844298,0.0156,0.6562703799907583,0.0,62056.35
0.0203206999867688,62117.99,3.27,0.11654970849794917,0.0156,0.6564950439878273,0.0,62056.35
0.0205671000003349,62056.35,3.26,0.11658790050005191,0.0156,0.6567217320003081,0.0,62056.35
0.0208124999771826,62005.04,3.26,0.1166259374964633,0.0156,0.656947499979008,0.0,62056.35
0.0210591999930329,62046.08,3.26,0.11666417599892011,0.0156,0.6571744639935903,0.0,62076.89
0.0213049999729264,62056.35,3.26,0.1167022749958036,0.0156,0.6574005999750923,0.0,62056.35
0.0215671999903861,62046.08,3.26,0.11674291599850985,0.0156,0.6576418239911552,0.0,62056.35
0.0218126999970991,62117.99,3.27,0.11678096849955036,0.0156,0.6578676839973312,0.0,62056.35
0.0220600999891758,62087.16,3.26,0.11681931549832225,0.0156,0.6580952919900417,0.0,62056.35
0.0223046999890357,62117.99,3.27,0.11685722849830053,0.0156,0.6583203239899128,0.0,62056.35
0.0225526999856811,62056.35,3.26,0.11689566849778057,0.0156,0.6585484839868266,0.0,62056.35
0.0227974999870639,62138.56,3.27,0.1169336124979949,0.0156,0.6587736999880988,0.0,62076.89
0.0230451999814249,62046.08,3.26,0.11697200599712086,0.0156,0.6590015839829109,0.0,62076.89
0.0232901999843306,61964.03,3.26,0.11700998099757125,0.0156,0.6592269839855841,0.0,62056.35
0.0235611999814864,62128.28,3.27,0.11705198599713039,0.0156,0.6594763039829674,0.0,62056.35
0.0238093999796547,62025.56,3.26,0.11709045699684648,0.0156,0.6597046479812823,0.0,62046.08
0.0240576999785844,62076.89,3.26,0.11712894349668058,0.0156,0.6599330839802976,0.0,62046.08
0.0243029999837745,62046.08,3.26,0.11716696499748505,0.0156,0.6601587599850726,0.0,62046.08
0.0246124999830499,62015.29,3.26,0.11721493749737273,0.0156,0.6604434999844059,0.0,62066.62
0.0248621999926399,62066.62,3.26,0.11725364099885918,0.0156,0.6606732239932287,0.0,62066.62
0.0251090999809093,62025.56,3.26,0.11729191049704094,0.0156,0.6609003719824366,0.0,62066.62
0.025350099982460902,62190.01,3.27,0.11732926549728144,0.0156,0.661122091983864,0.0,62066.62
0.0255965999967884,62138.56,3.27,0.1173674729995022,0.0156,0.6613488719970453,0.0,62066.62
0.0258417999721132,62159.14,3.27,0.11740547899567755,0.0156,0.6615744559743442,0.0,62076.89
0.0260887999902479,62035.82,3.26,0.11744376399848842,0.0156,0.661801695991028,0.0,62087.16
0.0263342999969609,62117.99,3.27,0.11748181649952893,0.0156,0.662027555997204,0.0,62087.16
0.026581799989799,62035.82,3.26,0.11752017899841885,0.0156,0.6622552559906151,0.0,62087.16
0.0268264999904204,62076.89,3.26,0.11755810749851517,0.0156,0.6624803799911867,0.0,62087.16
0.0270733999786898,62087.16,3.26,0.11759637699669692,0.0156,0.6627075279803946,0.0,62087.16
0.027317399973981,62087.16,3.26,0.11763419699596706,0.0156,0.6629320079760624,0.0,62087.16
0.0275652999989688,62148.85,3.27,0.11767262149984016,0.0156,0.6631600759990512,0.0,62087.16
0.0278104999742936,61964.03,3.26,0.1177106274960155,0.0156,0.6633856599763501,0.0,62087.16
0.0280573999916669,62076.89,3.26,0.11774889699870837,0.0156,0.6636128079923336,0.0,62087.16
0.0283011999854352,62107.72,3.27,0.11778668599774246,0.0156,0.6638371039866003,0.0,62087.16
0.0285479999729432,62190.01,3.27,0.11782493999580619,0.0156,0.6640641599751077,0.0,62087.16
0.0287915999942924,62066.62,3.26,0.11786269799911532,0.0156,0.6642882719947489,0.0,62087.16
0.0290387999848462,62087.16,3.26,0.11790101399765116,0.0156,0.6645156959860585,0.0,62087.16
0.029283799987752,62087.16,3.26,0.11793898899810155,0.0156,0.6647410959887318,0.0,62087.16
0.0295298999990336,61953.78,3.26,0.1179771344998502,0.0156,0.6649675079991109,0.0,62087.16
0.0297735999920405,62190.01,3.27,0.11801490799876628,0.0156,0.6651917119926772,0.0,62066.62
0.0300456999975722,62035.82,3.26,0.11805708349962368,0.0156,0.6654420439977664,0.0,62056.35
0.0302933999919332,62097.44,3.26,0.11809547699874964,0.0156,0.6656699279925785,0.0,62046.08
0.0305410999862942,62056.35,3.26,0.1181338704978756,0.0156,0.6658978119873906,0.0,62046.08
0.030785799986915597,62015.29,3.26,0.11817179899797192,0.0156,0.6661229359879624,0.0,62046.08
0.031031699996674402,62015.29,3.26,0.11820991349948452,0.0156,0.6663491639969404,0.0,62046.08
0.0312752999889198,62046.08,3.26,0.11824767149828257,0.0156,0.6665732759898062,0.0,62046.08
0.031522299977950696,62035.82,3.26,0.11828595649658236,0.0156,0.6668005159797146,0.0,62046.08
0.0317667999770492,62159.14,3.27,0.11832385399644263,0.0156,0.6670254559788852,0.0,62046.08
0.0320132999913767,62179.72,3.27,0.11836206149866338,0.0156,0.6672522359920665,0.0,62046.08
0.032256299979053396,61943.53,3.26,0.11839972649675327,0.0156,0.667475795980729,0.0,62066.62
0.0325027999933809,62148.85,3.27,0.11843793399897404,0.0156,0.6677025759939104,0.0,62066.62
0.032744999974965994,62046.08,3.26,0.11847547499611973,0.0156,0.6679253999769686,0.0,62076.89
0.0329908999847248,62066.62,3.26,0.11851358949763234,0.0156,0.6681516279859467,0.0,62076.89
0.033234799979254596,62128.28,3.27,0.11855139399678447,0.0156,0.6683760159809142,0.0,62066.62
0.0334835999819915,62169.44,3.27,0.11858995799720867,0.0156,0.6686049119834321,0.0,62046.08
0.0337282999826129,61953.78,3.26,0.11862788649730499,0.0156,0.6688300359840038,0.0,62056.35
0.033974299993133096,62076.89,3.26,0.11866601649893563,0.0156,0.6690563559936824,0.0,62056.35
0.0342180999869015,62046.08,3.26,0.11870380549796973,0.0156,0.6692806519879493,0.0,62066.62
0.034464399999706,62015.29,3.26,0.11874198199995442,0.0156,0.6695072479997295,0.0,62076.89
0.0347085999965202,61943.53,3.26,0.11877983299946063,0.0156,0.6697319119967985,0.0,62056.35
0.034953899972606395,62056.35,3.26,0.11881785449575398,0.0156,0.6699575879747979,0.0,62046.08
0.035196899989387,62117.99,3.27,0.11885551949835498,0.0156,0.670181147990236,0.0,62056.35
0.035441499989246894,62148.85,3.27,0.11889343249833326,0.0156,0.6704061799901071,0.0,62056.35
0.0356851999822538,62148.85,3.27,0.11893120599724934,0.0156,0.6706303839836735,0.0,62056.35
0.035930299985920996,62005.04,3.26,0.11896919649781774,0.0156,0.6708558759870473,0.0,62056.35
0.0361736999766435,61974.28,3.26,0.11900692349637974,0.0156,0.671079803978512,0.0,62056.35
0.0364183999772649,62117.99,3.27,0.11904485199647605,0.0156,0.6713049279790837,0.0,62035.82
0.036662299971794696,62076.89,3.26,0.11908265649562817,0.0156,0.6715293159740511,0.0,62035.82
0.0369205999886617,62005.04,3.26,0.11912269299824256,0.0156,0.6717669519895687,0.0,62035.82
0.0371602999803144,61964.03,3.26,0.11915984649694873,0.0156,0.6719874759818892,0.0,62035.82
