Time (s),Resistance (Ohm),Voltage (V),Displacement,Force (N),Strain,Stress (MPa),Resistance Smoothed (Ohm)
0.0,103208.85,3.79,0.1296,0.0133,0.7249,0.0,103124.63500000001
0.0006386999739334,102746.63,3.78,0.12970857899556867,0.013312773999478668,0.7255450869736727,0.0,103040.42
0.0011591999791563002,103823.03,3.79,0.12979706399645657,0.013323183999583125,0.7260707919789479,0.0,103124.63500000001
0.0016128999995999001,103272.12,3.79,0.12987419299993197,0.013332257999991997,0.7265290289995959,0.0,103040.42
0.0020462999818847,102600.21,3.78,0.1299478709969204,0.013340925999637694,0.7269667629817036,0.0,102977.375
0.0024774000048637997,103040.42,3.79,0.13002115800082684,0.013349548000097276,0.7274021740049125,0.0,103040.42
0.0029083999688737,102662.91,3.78,0.13009442799470852,0.013358167999377474,0.7278374839685624,0.0,103040.42
0.0033297999761999,103356.59,3.79,0.13016606599595398,0.013366595999523999,0.7282630979759619,0.0,103166.71
0.0037414999678731,102914.33,3.79,0.1302360549945384,0.013374829999357463,0.7286789149675519,0.0,103040.42
0.0041530999587849,102621.09,3.78,0.13030602699299343,0.013383061999175699,0.7290946309583728,0.0,103040.42
0.0045760999782943,103251.03,3.79,0.13037793699631003,0.013391521999565887,0.7295218609780773,0.0,103040.42
0.005094799969811,103166.71,3.79,0.13046611599486788,0.01340189599939622,0.7300457479695092,0.0,103166.71
0.0056213999632746,103589.42,3.79,0.1305556379937567,0.013412427999265493,0.7305776139629073,0.0,103166.71
0.0060981999849901,103040.42,3.79,0.13063669399744832,0.013421963999699802,0.73105918198484,0.0,103166.71
0.0065285000018776,102558.42,3.78,0.1307098450003192,0.013430570000037553,0.7314937850018964,0.0,103166.71
0.0087390000117012,103356.59,3.79,0.13108563000198922,0.013474780000234025,0.7337263900118183,0.0,103166.71
0.0091517000109889,103166.71,3.79,0.1311557890018681,0.013483034000219779,0.7341432170110989,0.0,103166.71
0.0095506999641657,103483.5,3.79,0.13122361899390816,0.013491013999283315,0.7345462069638073,0.0,103272.12
