Date_Time,Elapsed_Time_s,Temperature_C,Temperature_F,Humidity_percent,Heat_Index_C,Heat_Index_F
2026-09-17 16:33:40,94.62,42.3,108.14,99.9,127.24,261.04
2026-09-17 16:33:42,96.64,42.5,108.5,99.9,129.02,264.25
2026-09-17 16:33:44,98.67,42.5,108.5,99.9,129.02,264.25
2026-09-17 16:33:46,100.69,42.6,108.68,99.9,129.92,265.86
2026-09-17 16:33:48,102.72,42.7,108.86,99.9,130.82,267.48
2026-09-17 16:33:50,104.74,42.7,108.86,99.9,130.82,267.48
2026-09-17 16:33:52,106.76,42.8,109.04,99.9,131.72,269.11
2026-09-17 16:33:54,108.79,42.9,109.22,99.9,132.63,270.74
2026-09-17 16:33:56,110.81,43.0,109.4,99.9,133.54,272.38
2026-09-17 16:33:59,112.84,43.0,109.4,99.9,133.54,272.38
2026-09-17 16:34:01,114.86,43.1,109.58,99.9,134.46,274.02
2026-09-17 16:34:03,116.88,43.1,109.58,99.9,134.46,274.02
2026-09-17 16:34:05,118.91,43.2,109.76,99.9,135.37,275.68
2026-09-17 16:34:07,120.93,43.3,109.94,99.9,136.29,277.33
2026-09-17 16:34:09,122.96,43.3,109.94,99.9,136.29,277.33
2026-09-17 16:34:11,124.98,43.3,109.94,99.9,136.29,277.33
2026-09-17 16:34:13,127.0,43.4,110.12,99.9,137.22,279.0
2026-09-17 16:34:15,129.03,43.5,110.3,99.9,138.15,280.67
2026-09-17 16:34:17,131.05,43.6,110.48,99.9,139.08,282.34
2026-09-17 16:34:19,133.08,43.6,110.48,99.9,139.08,282.34
2026-09-17 16:34:21,135.1,43.7,110.66,99.9,140.01,284.03
2026-09-17 16:34:23,137.13,43.7,110.66,99.9,140.01,284.03
2026-09-17 16:34:25,139.15,43.9,111.02,99.9,141.89,287.41
2026-09-17 16:34:27,141.17,43.9,111.02,99.9,141.89,287.41
2026-09-17 16:34:29,143.2,44.0,111.2,99.9,142.84,289.11
2026-09-17 16:34:31,145.22,44.0,111.2,99.9,142.84,289.11
2026-09-17 16:34:33,147.25,44.1,111.38,99.9,143.79,290.82
2026-09-17 16:34:35,149.27,44.2,111.56,99.9,144.74,292.53
2026-09-17 16:34:37,151.29,44.3,111.74,99.9,145.69,294.25
2026-09-17 16:34:39,153.32,44.3,111.74,99.9,145.69,294.25
2026-09-17 16:34:41,155.34,44.4,111.92,99.9,146.65,295.98
2026-09-17 16:34:43,157.37,44.5,112.1,99.9,147.62,297.71
2026-09-17 16:34:45,159.39,44.5,112.1,99.9,147.62,297.71
2026-09-17 16:34:47,161.42,44.6,112.28,99.9,148.58,299.45
2026-09-17 16:34:49,163.44,44.6,112.28,99.9,148.58,299.45
2026-09-17 16:34:51,165.46,44.8,112.64,99.9,150.52,302.95
2026-09-17 16:34:53,167.49,44.9,112.82,99.9,151.5,304.7
2026-09-17 16:34:55,169.51,44.9,112.82,99.9,151.5,304.7
2026-09-17 16:34:57,171.53,45.0,113.0,99.9,152.48,306.47
2026-09-17 16:34:59,173.56,45.0,113.0,99.9,152.48,306.47
2026-09-17 16:35:01,175.59,45.2,113.36,99.9,154.45,310.01
2026-09-17 16:35:03,177.61,45.2,113.36,99.9,154.45,310.01
2026-09-17 16:35:05,179.63,45.4,113.72,99.9,156.43,313.58
2026-09-17 16:35:07,181.65,45.4,113.72,99.9,156.43,313.58
2026-09-17 16:35:09,183.68,45.5,113.9,99.9,157.43,315.38
2026-09-17 16:35:11,185.71,45.5,113.9,99.9,157.43,315.38
2026-09-17 16:35:13,187.73,45.6,114.08,99.9,158.43,317.18
2026-09-17 16:35:15,189.75,45.7,114.26,99.9,159.44,318.99
2026-09-17 16:35:17,191.78,45.7,114.26,99.9,159.44,318.99
2026-09-17 16:35:19,193.8,45.7,114.26,99.9,159.44,318.99
2026-09-17 16:35:22,195.83,45.8,114.44,99.9,160.44,320.8
2026-09-17 16:35:24,197.85,45.9,114.62,99.9,161.45,322.62
2026-09-17 16:35:26,199.87,45.9,114.62,99.9,161.45,322.62
2026-09-17 16:35:28,201.9,45.9,114.62,99.9,161.45,322.62
2026-09-17 16:35:30,203.92,46.0,114.8,99.9,162.47,324.45
2026-09-17 16:35:32,205.95,46.0,114.8,99.9,162.47,324.45
2026-09-17 16:35:34,207.97,46.1,114.98,99.9,163.49,326.28
2026-09-17 16:35:36,209.99,46.1,114.98,99.9,163.49,326.28
2026-09-17 16:35:38,212.02,46.1,114.98,99.9,163.49,326.28
2026-09-17 16:35:40,214.04,46.2,115.16,99.9,164.51,328.12
2026-09-17 16:35:42,216.07,46.2,115.16,99.9,164.51,328.12
2026-09-17 16:35:44,218.09,46.3,115.34,99.9,165.53,329.96
2026-09-17 16:35:46,220.11,46.4,115.52,99.9,166.56,331.81
2026-09-17 16:35:48,222.14,46.4,115.52,99.9,166.56,331.81
2026-09-17 16:35:50,224.17,46.5,115.7,99.9,167.59,333.67
2026-09-17 16:35:52,226.19,46.6,115.88,99.9,168.63,335.53
2026-09-17 16:35:54,228.21,46.7,116.06,99.9,169.67,337.4
2026-09-17 16:35:56,230.24,46.7,116.06,99.9,169.67,337.4
2026-09-17 16:35:58,232.26,46.7,116.06,99.9,169.67,337.4
2026-09-17 16:36:00,234.29,46.8,116.24,99.9,170.71,339.28
2026-09-17 16:36:02,236.31,46.9,116.42,99.9,171.75,341.16
2026-09-17 16:36:04,238.33,46.9,116.42,99.9,171.75,341.16
2026-09-17 16:36:06,240.36,47.0,116.6,99.9,172.8,343.05
2026-09-17 16:36:08,242.38,47.1,116.78,99.9,173.85,344.94
2026-09-17 16:36:10,244.41,47.1,116.78,99.9,173.85,344.94
2026-09-17 16:36:12,246.43,47.3,117.14,99.9,175.97,348.75
2026-09-17 16:36:14,248.45,47.3,117.14,99.9,175.97,348.75
2026-09-17 16:36:16,250.48,47.4,117.32,99.9,177.03,350.66
2026-09-17 16:36:18,252.5,47.5,117.5,99.9,178.1,352.58
2026-09-17 16:36:20,254.53,47.6,117.68,99.9,179.17,354.51
2026-09-17 16:36:22,256.55,47.7,117.86,99.9,180.24,356.44
2026-09-17 16:36:24,258.57,47.8,118.04,99.9,181.32,358.38
2026-09-17 16:36:26,260.6,47.9,118.22,99.9,182.4,360.32
2026-09-17 16:36:28,262.63,47.9,118.22,99.9,182.4,360.32
2026-09-17 16:36:30,264.65,48.0,118.4,99.9,183.48,362.27
2026-09-17 16:36:32,266.67,48.1,118.58,99.9,184.57,364.23
2026-09-17 16:36:34,268.7,48.1,118.58,99.9,184.57,364.23
2026-09-17 16:36:36,270.72,48.2,118.76,99.9,185.66,366.19
2026-09-17 16:36:38,272.75,48.3,118.94,99.9,186.75,368.16
2026-09-17 16:36:40,274.77,48.4,119.12,99.9,187.85,370.13
2026-09-17 16:36:42,276.79,48.5,119.3,99.9,188.95,372.12
2026-09-17 16:36:44,278.82,48.6,119.48,99.9,190.06,374.1
2026-09-17 16:36:47,280.84,48.6,119.48,99.9,190.06,374.1
2026-09-17 16:36:49,282.87,48.6,119.48,99.9,190.06,374.1
2026-09-17 16:36:51,284.89,48.7,119.66,99.9,191.16,376.1
2026-09-17 16:36:53,286.91,48.8,119.84,99.9,192.27,378.1
2026-09-17 16:36:55,288.94,48.8,119.84,99.9,192.27,378.1
2026-09-17 16:36:57,290.96,48.9,120.02,99.9,193.39,380.1
2026-09-17 16:36:59,292.99,48.9,120.02,99.9,193.39,380.1
2026-09-17 16:37:01,295.01,49.0,120.2,99.9,194.51,382.12
2026-09-17 16:37:03,297.03,49.1,120.38,99.9,195.63,384.14
2026-09-17 16:37:05,299.06,49.2,120.56,99.9,196.75,386.16
2026-09-17 16:37:07,301.08,49.2,120.56,99.9,196.75,386.16
2026-09-17 16:37:09,303.11,49.2,120.56,99.9,196.75,386.16
2026-09-17 16:37:11,305.13,49.2,120.56,99.9,196.75,386.16
2026-09-17 16:37:13,307.15,49.2,120.56,99.9,196.75,386.16
2026-09-17 16:37:15,309.18,49.2,120.56,99.9,196.75,386.16
2026-09-17 16:37:17,311.2,49.3,120.74,99.9,197.88,388.19
2026-09-17 16:37:19,313.23,49.3,120.74,99.9,197.88,388.19
