Date_Time,Elapsed_Time_s,Temperature_C,Temperature_F,Humidity_percent,Heat_Index_C,Heat_Index_F
2026-09-17 16:32:06,0.01,38.2,100.76,99.9,93.73,200.72
2026-09-17 16:32:07,1.52,38.1,100.58,99.9,92.99,199.38
2026-09-17 16:32:09,3.55,38.2,100.76,99.9,93.73,200.72
2026-09-17 16:32:11,5.57,38.3,100.94,99.9,94.48,202.07
2026-09-17 16:32:13,7.59,38.4,101.12,99.9,95.23,203.42
2026-09-17 16:32:15,9.61,38.4,101.12,99.9,95.23,203.42
2026-09-17 16:32:17,11.63,38.5,101.3,99.9,95.99,204.78
2026-09-17 16:32:19,13.66,38.6,101.48,99.9,96.75,206.15
2026-09-17 16:32:21,15.68,38.7,101.66,99.9,97.51,207.52
2026-09-17 16:32:23,17.7,38.8,101.84,99.9,98.27,208.89
2026-09-17 16:32:25,19.73,38.9,102.02,99.9,99.04,210.28
2026-09-17 16:32:27,21.75,39.0,102.2,99.9,99.82,211.67
2026-09-17 16:32:29,23.77,39.1,102.38,99.9,100.59,213.07
2026-09-17 16:32:31,25.8,39.2,102.56,99.9,101.37,214.47
2026-09-17 16:32:34,27.82,39.3,102.74,99.9,102.15,215.88
2026-09-17 16:32:36,29.85,39.4,102.92,99.9,102.94,217.29
2026-09-17 16:32:38,31.87,39.5,103.1,99.9,103.73,218.71
2026-09-17 16:32:40,33.9,39.6,103.28,99.9,104.52,220.14
2026-09-17 16:32:42,35.92,39.7,103.46,99.9,105.32,221.57
2026-09-17 16:32:44,37.95,39.8,103.64,99.9,106.12,223.01
2026-09-17 16:32:46,39.97,39.9,103.82,99.9,106.92,224.46
2026-09-17 16:32:48,41.99,40.0,104.0,99.9,107.73,225.91
2026-09-17 16:32:50,44.02,40.1,104.18,99.9,108.54,227.37
2026-09-17 16:32:52,46.04,40.2,104.36,99.9,109.35,228.84
2026-09-17 16:32:54,48.07,40.3,104.54,99.9,110.17,230.31
2026-09-17 16:32:56,50.09,40.4,104.72,99.9,110.99,231.78
2026-09-17 16:32:58,52.11,40.5,104.9,99.9,111.81,233.27
2026-09-17 16:33:00,54.14,40.6,105.08,99.9,112.64,234.76
2026-09-17 16:33:02,56.16,40.6,105.08,99.9,112.64,234.76
2026-09-17 16:33:04,58.18,40.7,105.26,99.9,113.47,236.25
2026-09-17 16:33:06,60.21,40.8,105.44,99.9,114.31,237.76
2026-09-17 16:33:08,62.23,40.9,105.62,99.9,115.15,239.26
2026-09-17 16:33:10,64.26,41.0,105.8,99.9,115.99,240.78
2026-09-17 16:33:12,66.28,41.1,105.98,99.9,116.83,242.3
2026-09-17 16:33:14,68.3,41.1,105.98,99.9,116.83,242.3
2026-09-17 16:33:16,70.33,41.2,106.16,99.9,117.68,243.83
2026-09-17 16:33:18,72.35,41.2,106.16,99.9,117.68,243.83
2026-09-17 16:33:20,74.38,41.3,106.34,99.9,118.53,245.36
2026-09-17 16:33:22,76.4,41.4,106.52,99.9,119.39,246.9
2026-09-17 16:33:24,78.42,41.5,106.7,99.9,120.25,248.45
2026-09-17 16:33:26,80.45,41.7,107.06,99.9,121.97,251.56
2026-09-17 16:33:28,82.47,41.8,107.24,99.9,122.84,253.12
2026-09-17 16:33:30,84.5,41.9,107.42,99.9,123.72,254.69
2026-09-17 16:33:32,86.52,42.0,107.6,99.9,124.59,256.27
2026-09-17 16:33:34,88.55,42.0,107.6,99.9,124.59,256.27
2026-09-17 16:33:36,90.57,42.2,107.96,99.9,126.35,259.44
2026-09-17 16:33:38,92.6,42.3,108.14,99.9,127.24,261.04
